date,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2020-06-29,8.0,20.0,10.0,6.0,52.0,81.0,11.0,54.0,31.0,30.0,41.0,1.0,34.0,50.0,20.0,31.0,20.0,14.0,29.0,40.0,13.0,2.0,23.0,12.0,33.0,60.0,5.0
2020-06-30,4.0,20.0,31.0,4.0,53.0,70.0,28.0,27.0,24.0,36.0,25.0,9.0,39.0,40.0,46.0,47.0,23.0,36.0,232.0,33.0,19.0,31.0,32.0,17.0,23.0,365.0,4.0
2020-07-01,5.0,20.0,20.0,3.0,49.0,57.0,33.0,45.0,30.0,33.0,42.0,6.0,36.0,44.0,25.0,65.0,11.0,14.0,118.0,36.0,5.0,40.0,22.0,6.0,49.0,267.0,5.0
2020-07-02,8.0,19.0,19.0,7.0,45.0,104.0,11.0,35.0,51.0,38.0,52.0,16.0,41.0,46.0,42.0,74.0,29.0,43.0,134.0,69.0,7.0,4.0,27.0,15.0,0.0,321.0,2.0
2020-07-03,9.0,22.0,25.0,11.0,54.0,66.0,12.0,31.0,30.0,34.0,51.0,7.0,35.0,19.0,18.0,100.0,36.0,21.0,168.0,28.0,3.0,6.0,27.0,14.0,39.0,343.0,4.0
2020-07-04,4.0,21.0,31.0,3.0,49.0,68.0,28.0,23.0,19.0,32.0,73.0,3.0,45.0,27.0,20.0,48.0,22.0,36.0,124.0,8.0,15.0,4.0,25.0,7.0,19.0,302.0,5.0
2020-07-05,0.0,19.0,11.0,1.0,57.0,-2.0,28.0,22.0,0.0,34.0,18.0,5.0,35.0,9.0,17.0,27.0,25.0,32.0,43.0,41.0,7.0,3.0,12.0,10.0,15.0,82.0,4.0
2020-07-06,3.0,19.0,9.0,7.0,61.0,65.0,27.0,33.0,33.0,31.0,29.0,6.0,36.0,23.0,19.0,20.0,25.0,25.0,31.0,43.0,3.0,5.0,32.0,13.0,28.0,56.0,4.0
2020-07-07,5.0,20.0,14.0,6.0,48.0,59.0,41.0,43.0,72.0,36.0,52.0,6.0,39.0,41.0,27.0,71.0,24.0,31.0,183.0,35.0,19.0,10.0,34.0,14.0,25.0,341.0,5.0
2020-07-08,5.0,21.0,15.0,7.0,61.0,115.0,34.0,33.0,22.0,38.0,73.0,2.0,25.0,27.0,26.0,89.0,26.0,44.0,89.0,19.0,8.0,7.0,32.0,12.0,24.0,313.0,7.0
2020-07-09,7.0,17.0,18.0,5.0,51.0,96.0,22.0,17.0,47.0,33.0,90.0,10.0,40.0,28.0,25.0,86.0,12.0,36.0,145.0,11.0,4.0,0.0,45.0,15.0,26.0,330.0,5.0
2020-07-10,6.0,16.0,23.0,3.0,55.0,68.0,33.0,38.0,40.0,35.0,59.0,7.0,65.0,50.0,33.0,73.0,18.0,47.0,165.0,24.0,17.0,3.0,49.0,12.0,30.0,324.0,6.0
2020-07-11,2.0,18.0,15.0,3.0,53.0,25.0,15.0,28.0,12.0,34.0,46.0,8.0,21.0,15.0,21.0,74.0,22.0,38.0,126.0,8.0,11.0,0.0,24.0,26.0,23.0,260.0,4.0
2020-07-12,7.0,17.0,16.0,1.0,47.0,2.0,31.0,15.0,4.0,37.0,26.0,6.0,30.0,4.0,34.0,39.0,24.0,29.0,9.0,16.0,11.0,1.0,19.0,12.0,30.0,146.0,4.0
2020-07-13,4.0,16.0,9.0,4.0,52.0,106.0,28.0,30.0,29.0,38.0,39.0,10.0,28.0,25.0,18.0,57.0,32.0,44.0,59.0,39.0,19.0,1.0,33.0,20.0,28.0,59.0,8.0
2020-07-14,6.0,17.0,16.0,5.0,49.0,2.0,30.0,42.0,30.0,35.0,73.0,6.0,52.0,19.0,40.0,63.0,27.0,57.0,150.0,30.0,16.0,5.0,65.0,17.0,21.0,417.0,4.0
2020-07-15,10.0,17.0,16.0,5.0,54.0,104.0,41.0,14.0,49.0,36.0,64.0,8.0,39.0,48.0,41.0,57.0,24.0,54.0,133.0,28.0,4.0,12.0,41.0,35.0,21.0,316.0,7.0
2020-07-16,1.0,17.0,14.0,5.0,55.0,58.0,36.0,40.0,59.0,36.0,82.0,12.0,39.0,63.0,35.0,64.0,22.0,46.0,92.0,25.0,10.0,10.0,40.0,19.0,17.0,398.0,5.0
2020-07-17,5.0,17.0,24.0,6.0,45.0,27.0,23.0,38.0,33.0,32.0,70.0,13.0,56.0,30.0,28.0,33.0,18.0,46.0,70.0,45.0,9.0,4.0,33.0,58.0,17.0,339.0,5.0
2020-07-18,5.0,16.0,11.0,6.0,55.0,12.0,15.0,28.0,35.0,36.0,60.0,6.0,21.0,45.0,31.0,59.0,17.0,16.0,0.0,0.0,0.0,0.0,55.0,16.0,23.0,270.0,6.0
2020-07-19,3.0,16.0,20.0,2.0,47.0,1.0,10.0,20.0,20.0,32.0,18.0,6.0,36.0,15.0,9.0,56.0,18.0,19.0,195.0,13.0,0.0,2.0,23.0,23.0,14.0,85.0,5.0
2020-07-20,5.0,16.0,-3.0,8.0,51.0,77.0,27.0,34.0,39.0,32.0,22.0,20.0,38.0,16.0,31.0,52.0,22.0,30.0,47.0,38.0,24.0,4.0,33.0,9.0,31.0,56.0,9.0
2020-07-21,4.0,15.0,23.0,18.0,45.0,49.0,46.0,24.0,33.0,38.0,67.0,9.0,46.0,27.0,41.0,53.0,18.0,58.0,132.0,14.0,17.0,16.0,64.0,44.0,26.0,383.0,7.0
2020-07-22,1.0,15.0,14.0,11.0,52.0,24.0,18.0,28.0,59.0,32.0,95.0,9.0,42.0,35.0,23.0,63.0,26.0,71.0,150.0,14.0,31.0,7.0,48.0,27.0,29.0,361.0,11.0
2020-07-23,4.0,14.0,10.0,4.0,56.0,82.0,42.0,33.0,58.0,30.0,72.0,15.0,24.0,30.0,37.0,59.0,31.0,59.0,92.0,16.0,26.0,7.0,59.0,47.0,36.0,362.0,8.0
2020-07-24,6.0,14.0,6.0,4.0,52.0,45.0,26.0,32.0,58.0,31.0,77.0,11.0,58.0,43.0,35.0,26.0,13.0,53.0,119.0,6.0,17.0,8.0,38.0,32.0,37.0,312.0,6.0
2020-07-25,3.0,15.0,11.0,2.0,44.0,24.0,31.0,13.0,27.0,27.0,89.0,13.0,24.0,27.0,22.0,62.0,15.0,55.0,154.0,0.0,9.0,0.0,60.0,36.0,19.0,311.0,6.0
2020-07-26,3.0,14.0,7.0,0.0,42.0,14.0,33.0,25.0,15.0,25.0,25.0,14.0,36.0,13.0,23.0,53.0,16.0,18.0,27.0,25.0,4.0,1.0,17.0,27.0,11.0,89.0,4.0
2020-07-27,7.0,14.0,7.0,2.0,45.0,15.0,31.0,26.0,62.0,20.0,32.0,9.0,48.0,24.0,29.0,24.0,19.0,32.0,41.0,17.0,16.0,5.0,40.0,17.0,26.0,70.0,7.0
2020-07-28,7.0,13.0,12.0,2.0,43.0,107.0,52.0,25.0,44.0,16.0,90.0,14.0,36.0,-59.0,18.0,45.0,14.0,40.0,157.0,21.0,10.0,14.0,69.0,36.0,19.0,383.0,7.0
2020-07-29,10.0,13.0,10.0,1.0,51.0,32.0,28.0,28.0,53.0,19.0,57.0,15.0,52.0,5.0,21.0,63.0,12.0,71.0,165.0,16.0,15.0,8.0,70.0,42.0,31.0,330.0,4.0
2020-07-30,11.0,14.0,6.0,2.0,70.0,16.0,25.0,24.0,52.0,18.0,84.0,19.0,42.0,29.0,19.0,42.0,25.0,47.0,150.0,26.0,9.0,4.0,75.0,41.0,18.0,321.0,13.0
2020-07-31,10.0,13.0,16.0,4.0,72.0,28.0,25.0,30.0,71.0,17.0,77.0,13.0,48.0,22.0,26.0,31.0,25.0,59.0,129.0,102.0,8.0,8.0,51.0,59.0,26.0,287.0,9.0
2020-08-01,4.0,14.0,10.0,3.0,54.0,12.0,21.0,21.0,14.0,19.0,92.0,15.0,34.0,23.0,22.0,40.0,15.0,55.0,79.0,4.0,9.0,0.0,71.0,52.0,14.0,239.0,5.0
2020-08-02,2.0,13.0,5.0,3.0,55.0,6.0,33.0,13.0,10.0,18.0,30.0,17.0,26.0,11.0,17.0,37.0,16.0,30.0,16.0,11.0,3.0,0.0,27.0,21.0,17.0,81.0,7.0
2020-08-03,2.0,13.0,5.0,5.0,52.0,51.0,23.0,22.0,15.0,19.0,3.0,11.0,25.0,15.0,20.0,35.0,16.0,45.0,32.0,32.0,4.0,15.0,42.0,21.0,24.0,48.0,6.0
2020-08-04,6.0,14.0,11.0,5.0,54.0,60.0,26.0,27.0,101.0,16.0,149.0,10.0,70.0,19.0,31.0,48.0,15.0,78.0,111.0,7.0,10.0,4.0,83.0,39.0,20.0,337.0,7.0
2020-08-05,2.0,12.0,18.0,7.0,58.0,52.0,33.0,19.0,71.0,18.0,152.0,16.0,16.0,17.0,21.0,41.0,20.0,36.0,140.0,21.0,20.0,6.0,64.0,71.0,16.0,407.0,13.0
2020-08-06,5.0,10.0,18.0,6.0,53.0,48.0,46.0,20.0,36.0,17.0,109.0,23.0,38.0,19.0,23.0,70.0,16.0,60.0,86.0,11.0,5.0,6.0,68.0,51.0,33.0,339.0,9.0
2020-08-07,4.0,11.0,10.0,5.0,54.0,25.0,31.0,32.0,50.0,18.0,77.0,11.0,50.0,17.0,20.0,39.0,17.0,121.0,87.0,5.0,11.0,3.0,51.0,43.0,0.0,287.0,7.0
2020-08-08,3.0,11.0,10.0,2.0,56.0,8.0,30.0,22.0,43.0,16.0,68.0,17.0,24.0,14.0,18.0,53.0,11.0,-26.0,42.0,0.0,6.0,0.0,64.0,19.0,19.0,281.0,7.0
2020-08-09,2.0,12.0,4.0,1.0,54.0,25.0,19.0,15.0,3.0,15.0,88.0,14.0,22.0,8.0,17.0,50.0,23.0,26.0,10.0,7.0,3.0,0.0,14.0,26.0,12.0,98.0,10.0
2020-08-10,1.0,11.0,25.0,1.0,58.0,15.0,31.0,29.0,52.0,18.0,60.0,21.0,57.0,8.0,23.0,0.0,23.0,53.0,28.0,36.0,1.0,4.0,57.0,96.0,25.0,37.0,13.0
2020-08-11,3.0,12.0,21.0,1.0,56.0,49.0,53.0,19.0,50.0,17.0,16.0,14.0,35.0,8.0,23.0,38.0,22.0,47.0,104.0,6.0,22.0,4.0,55.0,78.0,19.0,420.0,8.0
2020-08-12,4.0,11.0,12.0,2.0,37.0,33.0,55.0,21.0,60.0,11.0,170.0,12.0,25.0,8.0,25.0,41.0,18.0,71.0,83.0,17.0,15.0,6.0,68.0,18.0,20.0,298.0,11.0
2020-08-13,5.0,10.0,18.0,3.0,98.0,37.0,35.0,19.0,56.0,13.0,63.0,21.0,38.0,7.0,21.0,35.0,15.0,60.0,117.0,5.0,12.0,4.0,44.0,59.0,17.0,455.0,7.0
2020-08-14,2.0,11.0,20.0,3.0,69.0,14.0,30.0,26.0,48.0,12.0,97.0,7.0,34.0,8.0,21.0,27.0,13.0,36.0,95.0,21.0,8.0,3.0,47.0,46.0,14.0,289.0,6.0
2020-08-15,0.0,10.0,8.0,1.0,67.0,2.0,23.0,14.0,28.0,13.0,101.0,28.0,27.0,8.0,25.0,45.0,14.0,53.0,19.0,0.0,11.0,0.0,16.0,25.0,12.0,167.0,5.0
2020-08-16,0.0,11.0,20.0,0.0,68.0,4.0,18.0,11.0,16.0,11.0,88.0,14.0,14.0,5.0,24.0,32.0,11.0,26.0,36.0,19.0,1.0,0.0,42.0,30.0,9.0,72.0,5.0
2020-08-17,6.0,10.0,22.0,4.0,69.0,39.0,66.0,33.0,48.0,13.0,91.0,17.0,39.0,30.0,21.0,22.0,18.0,42.0,4.0,21.0,4.0,6.0,55.0,42.0,12.0,47.0,15.0
2020-08-18,8.0,11.0,19.0,2.0,67.0,30.0,55.0,30.0,86.0,12.0,83.0,11.0,21.0,40.0,20.0,42.0,16.0,48.0,162.0,24.0,9.0,1.0,78.0,44.0,12.0,416.0,5.0
2020-08-19,1.0,10.0,13.0,3.0,69.0,39.0,51.0,26.0,52.0,13.0,130.0,18.0,44.0,12.0,20.0,28.0,7.0,27.0,185.0,7.0,11.0,1.0,59.0,35.0,16.0,276.0,11.0
2020-08-20,4.0,9.0,14.0,4.0,74.0,4.0,52.0,16.0,109.0,13.0,107.0,10.0,37.0,10.0,21.0,23.0,12.0,83.0,161.0,21.0,8.0,0.0,67.0,42.0,12.0,314.0,9.0
2020-08-21,3.0,9.0,5.0,1.0,72.0,23.0,42.0,23.0,63.0,13.0,120.0,26.0,22.0,10.0,24.0,32.0,29.0,37.0,128.0,11.0,5.0,3.0,45.0,35.0,4.0,250.0,17.0
2020-08-22,0.0,8.0,1.0,3.0,75.0,20.0,15.0,13.0,47.0,12.0,74.0,16.0,18.0,10.0,20.0,29.0,13.0,33.0,65.0,0.0,11.0,0.0,53.0,32.0,10.0,237.0,12.0
2020-08-23,2.0,8.0,6.0,1.0,73.0,1.0,17.0,11.0,8.0,12.0,53.0,11.0,14.0,5.0,20.0,26.0,10.0,16.0,25.0,8.0,4.0,0.0,16.0,15.0,11.0,75.0,8.0
2020-08-24,4.0,9.0,9.0,6.0,76.0,46.0,42.0,19.0,61.0,13.0,15.0,18.0,42.0,16.0,22.0,9.0,17.0,33.0,100.0,19.0,8.0,3.0,40.0,24.0,11.0,38.0,17.0
2020-08-25,3.0,9.0,16.0,5.0,70.0,11.0,28.0,23.0,58.0,12.0,42.0,16.0,39.0,19.0,20.0,26.0,13.0,52.0,168.0,23.0,14.0,0.0,59.0,50.0,15.0,407.0,11.0
2020-08-26,0.0,8.0,12.0,5.0,65.0,16.0,55.0,18.0,71.0,13.0,101.0,17.0,15.0,5.0,21.0,35.0,11.0,40.0,140.0,4.0,13.0,4.0,74.0,26.0,14.0,282.0,14.0
2020-08-27,0.0,9.0,16.0,5.0,62.0,12.0,26.0,19.0,54.0,12.0,101.0,23.0,39.0,4.0,17.0,20.0,20.0,51.0,159.0,15.0,9.0,1.0,40.0,28.0,8.0,221.0,14.0
2020-08-28,1.0,8.0,13.0,5.0,65.0,6.0,15.0,12.0,57.0,10.0,118.0,17.0,32.0,3.0,16.0,32.0,19.0,41.0,0.0,8.0,5.0,0.0,48.0,23.0,7.0,279.0,9.0
2020-08-29,0.0,9.0,5.0,2.0,59.0,2.0,10.0,12.0,22.0,12.0,103.0,11.0,17.0,6.0,18.0,35.0,21.0,40.0,157.0,0.0,11.0,0.0,62.0,25.0,2.0,250.0,6.0
2020-08-30,1.0,8.0,5.0,1.0,42.0,2.0,19.0,6.0,23.0,12.0,56.0,11.0,21.0,31.0,13.0,27.0,0.0,17.0,11.0,16.0,4.0,0.0,10.0,17.0,5.0,34.0,9.0
2020-08-31,3.0,9.0,10.0,1.0,53.0,25.0,52.0,23.0,70.0,10.0,9.0,27.0,34.0,30.0,15.0,19.0,18.0,39.0,38.0,9.0,19.0,6.0,40.0,25.0,13.0,36.0,14.0
2020-09-01,4.0,8.0,12.0,2.0,51.0,50.0,52.0,26.0,83.0,11.0,29.0,14.0,26.0,25.0,15.0,21.0,3.0,55.0,152.0,10.0,7.0,2.0,66.0,41.0,10.0,361.0,14.0
2020-09-02,2.0,7.0,158.0,5.0,54.0,22.0,36.0,20.0,81.0,10.0,141.0,11.0,31.0,14.0,18.0,42.0,9.0,54.0,98.0,3.0,6.0,1.0,42.0,24.0,6.0,298.0,11.0
2020-09-03,4.0,8.0,9.0,1.0,47.0,51.0,32.0,17.0,62.0,11.0,86.0,25.0,25.0,13.0,18.0,-37.0,29.0,50.0,79.0,3.0,4.0,2.0,47.0,27.0,4.0,232.0,18.0
2020-09-04,1.0,7.0,6.0,1.0,41.0,31.0,40.0,14.0,55.0,10.0,117.0,14.0,30.0,12.0,16.0,26.0,0.0,56.0,73.0,4.0,7.0,0.0,60.0,24.0,3.0,186.0,15.0
2020-09-05,1.0,7.0,7.0,1.0,37.0,2.0,19.0,7.0,10.0,11.0,0.0,13.0,17.0,9.0,12.0,25.0,9.0,32.0,59.0,0.0,8.0,0.0,64.0,24.0,5.0,222.0,3.0
2020-09-06,0.0,6.0,6.0,1.0,31.0,1.0,10.0,0.0,16.0,9.0,129.0,4.0,15.0,8.0,14.0,32.0,8.0,14.0,42.0,9.0,5.0,0.0,25.0,5.0,8.0,40.0,6.0
2020-09-07,0.0,6.0,2.0,1.0,35.0,1.0,10.0,26.0,15.0,10.0,14.0,17.0,23.0,12.0,7.0,19.0,14.0,26.0,25.0,2.0,2.0,0.0,17.0,17.0,5.0,24.0,4.0
2020-09-08,6.0,7.0,6.0,2.0,41.0,21.0,43.0,18.0,3.0,11.0,26.0,20.0,32.0,11.0,13.0,20.0,9.0,38.0,53.0,0.0,6.0,7.0,44.0,20.0,0.0,53.0,4.0
2020-09-09,1.0,6.0,8.0,0.0,40.0,46.0,50.0,12.0,121.0,10.0,58.0,17.0,30.0,9.0,15.0,23.0,7.0,45.0,124.0,6.0,14.0,2.0,82.0,18.0,22.0,391.0,11.0
2020-09-10,4.0,8.0,11.0,1.0,44.0,23.0,30.0,16.0,96.0,11.0,74.0,11.0,33.0,10.0,12.0,28.0,16.0,50.0,101.0,6.0,10.0,2.0,47.0,23.0,13.0,283.0,11.0
2020-09-11,1.0,8.0,9.0,1.0,48.0,26.0,24.0,18.0,60.0,10.0,105.0,20.0,20.0,8.0,14.0,25.0,11.0,71.0,12.0,5.0,14.0,1.0,68.0,14.0,6.0,234.0,15.0
2020-09-12,1.0,7.0,5.0,1.0,46.0,2.0,16.0,6.0,32.0,9.0,86.0,10.0,18.0,37.0,12.0,35.0,9.0,20.0,102.0,2.0,9.0,0.0,42.0,18.0,6.0,229.0,7.0
2020-09-13,3.0,7.0,4.0,0.0,49.0,1.0,16.0,8.0,12.0,11.0,76.0,20.0,19.0,24.0,11.0,22.0,6.0,22.0,5.0,2.0,6.0,0.0,16.0,14.0,4.0,39.0,8.0
2020-09-14,0.0,6.0,6.0,2.0,38.0,12.0,31.0,13.0,72.0,10.0,10.0,21.0,27.0,19.0,12.0,14.0,15.0,30.0,13.0,9.0,7.0,1.0,25.0,14.0,7.0,36.0,8.0
2020-09-15,2.0,6.0,9.0,2.0,41.0,51.0,40.0,17.0,50.0,11.0,42.0,16.0,15.0,18.0,10.0,26.0,8.0,65.0,177.0,4.0,16.0,0.0,94.0,26.0,6.0,321.0,9.0
2020-09-16,1.0,5.0,13.0,3.0,45.0,15.0,30.0,12.0,44.0,10.0,91.0,11.0,32.0,16.0,10.0,19.0,11.0,53.0,162.0,3.0,8.0,0.0,42.0,24.0,3.0,290.0,9.0
2020-09-17,3.0,6.0,11.0,3.0,47.0,17.0,22.0,11.0,86.0,11.0,81.0,15.0,22.0,17.0,11.0,21.0,5.0,47.0,111.0,8.0,12.0,2.0,52.0,16.0,3.0,219.0,10.0
2020-09-18,1.0,6.0,19.0,2.0,49.0,14.0,15.0,5.0,63.0,10.0,74.0,14.0,22.0,13.0,14.0,17.0,13.0,49.0,122.0,7.0,5.0,0.0,50.0,18.0,4.0,206.0,16.0
2020-09-19,1.0,6.0,6.0,1.0,40.0,6.0,11.0,4.0,22.0,11.0,82.0,10.0,14.0,9.0,11.0,33.0,12.0,26.0,59.0,0.0,3.0,0.0,53.0,8.0,4.0,249.0,0.0
2020-09-20,1.0,5.0,3.0,0.0,44.0,14.0,14.0,14.0,16.0,10.0,58.0,7.0,17.0,8.0,12.0,12.0,1.0,17.0,43.0,4.0,3.0,0.0,13.0,4.0,5.0,25.0,1.0
2020-09-21,0.0,5.0,5.0,2.0,48.0,19.0,35.0,10.0,58.0,11.0,13.0,12.0,18.0,9.0,12.0,9.0,13.0,36.0,50.0,3.0,5.0,3.0,25.0,17.0,6.0,32.0,10.0
2020-09-22,2.0,5.0,3.0,2.0,46.0,16.0,34.0,12.0,34.0,10.0,37.0,13.0,21.0,12.0,10.0,30.0,10.0,39.0,71.0,1.0,7.0,0.0,63.0,15.0,6.0,282.0,13.0
2020-09-23,1.0,5.0,17.0,2.0,49.0,26.0,17.0,8.0,57.0,9.0,133.0,13.0,18.0,13.0,12.0,30.0,12.0,59.0,113.0,10.0,8.0,19.0,43.0,15.0,6.0,226.0,11.0
2020-09-24,1.0,6.0,8.0,1.0,47.0,15.0,16.0,7.0,83.0,10.0,86.0,17.0,13.0,12.0,21.0,25.0,12.0,36.0,126.0,2.0,3.0,2.0,29.0,18.0,5.0,185.0,9.0
2020-09-25,1.0,6.0,8.0,1.0,48.0,14.0,11.0,26.0,84.0,10.0,73.0,15.0,26.0,20.0,16.0,19.0,6.0,38.0,129.0,4.0,5.0,0.0,30.0,19.0,6.0,200.0,7.0
2020-09-26,2.0,6.0,22.0,3.0,49.0,13.0,8.0,7.0,31.0,11.0,125.0,14.0,19.0,12.0,10.0,27.0,4.0,26.0,81.0,0.0,5.0,0.0,41.0,13.0,5.0,186.0,2.0
2020-09-27,1.0,3.0,5.0,0.0,47.0,3.0,5.0,12.0,17.0,10.0,47.0,15.0,6.0,5.0,9.0,18.0,6.0,14.0,31.0,5.0,3.0,0.0,12.0,11.0,4.0,45.0,3.0
2020-09-28,0.0,7.0,4.0,2.0,49.0,27.0,15.0,20.0,60.0,11.0,12.0,15.0,23.0,9.0,7.0,16.0,6.0,20.0,13.0,7.0,4.0,4.0,21.0,18.0,6.0,17.0,0.0
2020-09-29,0.0,5.0,4.0,1.0,49.0,9.0,21.0,14.0,69.0,10.0,19.0,10.0,22.0,13.0,12.0,32.0,15.0,44.0,97.0,8.0,11.0,7.0,76.0,21.0,6.0,266.0,17.0
2020-09-30,2.0,5.0,7.0,4.0,47.0,37.0,31.0,7.0,54.0,11.0,101.0,8.0,12.0,9.0,8.0,29.0,5.0,63.0,99.0,3.0,6.0,6.0,58.0,11.0,5.0,231.0,9.0
2020-10-01,2.0,6.0,117.0,3.0,51.0,53.0,21.0,6.0,66.0,10.0,76.0,15.0,22.0,3.0,11.0,28.0,5.0,42.0,80.0,3.0,10.0,5.0,33.0,24.0,4.0,182.0,9.0
2020-10-02,3.0,7.0,3.0,1.0,49.0,0.0,15.0,13.0,61.0,10.0,66.0,9.0,19.0,8.0,7.0,20.0,12.0,33.0,98.0,4.0,1.0,2.0,37.0,9.0,5.0,152.0,9.0
2020-10-03,3.0,6.0,7.0,2.0,46.0,4.0,18.0,8.0,0.0,11.0,67.0,16.0,19.0,7.0,4.0,19.0,5.0,14.0,84.0,0.0,3.0,0.0,46.0,12.0,6.0,180.0,2.0
2020-10-04,0.0,6.0,7.0,1.0,35.0,3.0,16.0,8.0,35.0,9.0,74.0,14.0,16.0,6.0,5.0,15.0,7.0,15.0,20.0,1.0,0.0,0.0,10.0,5.0,4.0,42.0,4.0
2020-10-05,0.0,6.0,9.0,2.0,28.0,13.0,21.0,14.0,60.0,11.0,13.0,11.0,12.0,8.0,10.0,7.0,13.0,30.0,11.0,4.0,4.0,0.0,44.0,11.0,6.0,42.0,3.0
2020-10-06,1.0,6.0,8.0,3.0,32.0,23.0,18.0,10.0,62.0,10.0,48.0,9.0,19.0,9.0,11.0,16.0,11.0,54.0,103.0,6.0,9.0,5.0,37.0,14.0,6.0,270.0,10.0
2020-10-07,0.0,6.0,9.0,1.0,36.0,14.0,14.0,13.0,76.0,11.0,107.0,10.0,12.0,6.0,12.0,23.0,8.0,30.0,86.0,1.0,1.0,0.0,46.0,8.0,5.0,179.0,11.0
2020-10-08,1.0,6.0,13.0,2.0,28.0,20.0,13.0,11.0,53.0,10.0,86.0,14.0,10.0,7.0,10.0,8.0,9.0,9.0,141.0,3.0,5.0,4.0,33.0,12.0,6.0,215.0,6.0
2020-10-09,5.0,5.0,8.0,1.0,26.0,5.0,7.0,12.0,42.0,11.0,95.0,16.0,16.0,9.0,10.0,10.0,9.0,24.0,112.0,0.0,2.0,0.0,32.0,1.0,5.0,184.0,7.0
2020-10-10,0.0,6.0,12.0,0.0,24.0,4.0,14.0,6.0,29.0,11.0,69.0,8.0,12.0,9.0,10.0,11.0,11.0,19.0,62.0,0.0,4.0,0.0,35.0,15.0,6.0,155.0,2.0
2020-10-11,0.0,6.0,4.0,0.0,29.0,1.0,12.0,4.0,10.0,9.0,66.0,7.0,8.0,2.0,8.0,3.0,13.0,13.0,24.0,2.0,2.0,0.0,6.0,9.0,6.0,33.0,1.0
2020-10-12,1.0,6.0,8.0,1.0,31.0,1.0,15.0,9.0,10.0,7.0,3.0,9.0,13.0,1.0,8.0,3.0,7.0,16.0,4.0,3.0,0.0,0.0,7.0,1.0,7.0,23.0,0.0
